"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.2","log2fold_change","Auc"
"461","ENSG00000170271","hurdle",3.66380127649473e-68,-3.3187921,-0.8988495,2.4199426,0.599
"256","ENSG00000131100","hurdle",7.45788368877225e-31,-2.2551398,-0.6389117,1.6162281,0.599
"241","ENSG00000128266","hurdle",1.31665494748464e-71,-3.3177288,-0.8307016,2.4870272,0.599
"74","ENSG00000089486","hurdle",2.36825270126274e-31,-2.866923,-1.008736,1.858187,0.599
"19","ENSG00000023902","hurdle",6.84533047821028e-33,-2.840151,-0.767829,2.072322,0.599
"430","ENSG00000166848","hurdle",3.52557290423342e-28,-1.7114462,-0.3492577,1.3621885,0.598
"282","ENSG00000135821","hurdle",7.15102659192399e-41,-3.0106871,-0.8563609,2.1543262,0.598
"586","ENSG00000213719","hurdle",1.9332174709852e-33,-0.1327369,1.0989947,1.2317316,0.597
"315","ENSG00000142657","hurdle",6.49829872845557e-29,-2.979818,-1.111728,1.86809,0.597
"275","ENSG00000134882","hurdle",2.88162282300553e-44,-2.5904724,-0.6648417,1.9256307,0.597
"115","ENSG00000102898","hurdle",2.86143430060016e-32,-2.34485,-0.691338,1.653512,0.597
"111","ENSG00000102393","hurdle",4.34594280122427e-42,-3.179382,-1.065996,2.113386,0.597
"424","ENSG00000166086","hurdle",3.51892376982001e-59,-3.300261,-1.068826,2.231435,0.596
"297","ENSG00000138735","hurdle",2.22921408641646e-58,-3.315034,-1.232467,2.082567,0.596
"589","ENSG00000215039","hurdle",5.60866015681624e-42,-3.189489,-1.089447,2.100042,0.595
"192","ENSG00000117691","hurdle",2.66068849535118e-24,-2.0999852,-0.5835987,1.5163865,0.595
"160","ENSG00000110047","hurdle",7.90946389491229e-24,-2.3233728,-0.7341498,1.589223,0.595
"536","ENSG00000188076","hurdle",1.1895363098113e-76,-3.320525,-1.043553,2.276972,0.594
"498","ENSG00000180448","hurdle",1.45200887954777e-20,-1.783952,-0.4987563,1.2851957,0.594
"488","ENSG00000177119","hurdle",4.46089760647085e-40,-3.252798,-1.218381,2.034417,0.594
"308","ENSG00000140859","hurdle",4.39825749698726e-31,-3.224343,-1.379339,1.845004,0.594
"149","ENSG00000108622","hurdle",1.15348667465134e-32,-1.6338389,-0.1578296,1.4760093,0.594
"20","ENSG00000034152","hurdle",3.0255593390709e-28,-2.604899,-0.7941532,1.8107458,0.594
"391","ENSG00000160013","hurdle",1.26874709759936e-38,-3.218278,-1.152861,2.065417,0.593
"283","ENSG00000135926","hurdle",1.36644304048747e-37,-2.5695355,-0.6512621,1.9182734,0.593
"33","ENSG00000061918","hurdle",2.30358367758384e-58,-3.313865,-1.309224,2.004641,0.593
"533","ENSG00000187742","hurdle",4.72744839688728e-36,-2.7531849,-0.8417834,1.9114015,0.591
"272","ENSG00000134317","hurdle",7.23717996862942e-62,-3.316838,-1.101784,2.215054,0.591
"162","ENSG00000110880","hurdle",5.20790703198094e-42,-3.250217,-1.244875,2.005342,0.591
"161","ENSG00000110321","hurdle",3.3536661776496e-20,-1.958249,-0.6803466,1.2779024,0.591
"566","ENSG00000203485","hurdle",1.07661344774069e-46,-3.220643,-1.233619,1.987024,0.59
"519","ENSG00000184678","hurdle",5.59021399427048e-45,-2.8809585,-0.7153858,2.1655727,0.59
"186","ENSG00000116288","hurdle",3.16283408614883e-36,-0.8596603,0.3187588,1.1784191,0.59
"617","ENSG00000254703","hurdle",4.32537938040548e-49,-3.2684094,-0.9041458,2.3642636,0.589
"487","ENSG00000176903","hurdle",1.76020379691915e-43,-3.0047833,-0.8852159,2.1195674,0.589
"441","ENSG00000167645","hurdle",7.4592335942537e-27,-2.787568,-1.020335,1.767233,0.589
"351","ENSG00000149218","hurdle",3.76642873676215e-43,-3.182169,-0.9860322,2.1961368,0.589
"374","ENSG00000156515","hurdle",3.06464594785819e-31,-2.905953,-1.008729,1.897224,0.588
"120","ENSG00000103876","hurdle",5.14550388381178e-43,-3.241735,-1.242678,1.999057,0.588
"15","ENSG00000021355","hurdle",2.70292841443857e-27,-1.9740705,-0.4902236,1.4838469,0.588
"309","ENSG00000140941","hurdle",1.02399807555185e-28,-1.9352237,-0.5069689,1.4282548,0.587
"23","ENSG00000041353","hurdle",6.77927737075453e-42,-3.290746,-1.440183,1.850563,0.587
"227","ENSG00000125753","hurdle",2.15744598774299e-25,-2.1857533,-0.6706892,1.5150641,0.586
"346","ENSG00000148346","hurdle",1.66210662248781e-67,-3.321324,-1.214305,2.107019,0.585
"337","ENSG00000146540","hurdle",1.52163867765162e-28,-2.3869937,-0.7071265,1.6798672,0.585
"106","ENSG00000102145","hurdle",4.42929148192653e-59,-3.319832,-1.448689,1.871143,0.585
"621","ENSG00000260916","hurdle",2.31796455448519e-24,-2.951675,-1.183984,1.767691,0.584
"497","ENSG00000180354","hurdle",2.22890552673517e-50,-3.301238,-1.265538,2.0357,0.584
"245","ENSG00000128311","hurdle",4.56747235145481e-43,-3.281465,-1.254879,2.026586,0.584
"191","ENSG00000117640","hurdle",1.52951543125927e-38,-3.035988,-1.022262,2.013726,0.584
"370","ENSG00000155099","hurdle",2.31930920891449e-32,-3.059812,-1.218865,1.840947,0.582
"213","ENSG00000123505","hurdle",1.5256376016974e-29,-2.83508,-1.069812,1.765268,0.582
"145","ENSG00000108179","hurdle",8.22277744534274e-31,-3.100124,-1.148493,1.951631,0.581
"406","ENSG00000162722","hurdle",7.43956260463066e-55,-3.315189,-1.216033,2.099156,0.579
"266","ENSG00000133317","hurdle",3.66849117060829e-55,-3.31435,-1.172622,2.141728,0.579
"234","ENSG00000127252","hurdle",2.70771849894274e-67,-3.321928,-1.19349,2.128438,0.579
"226","ENSG00000125744","hurdle",5.52974115195495e-47,-3.309591,-1.443287,1.866304,0.579
"154","ENSG00000109272","hurdle",5.32881025873046e-59,-3.320294,-1.40263,1.917664,0.579
"42","ENSG00000069966","hurdle",8.96095395513706e-29,-3.071988,-1.273343,1.798645,0.579
"26","ENSG00000049323","hurdle",3.33754466107735e-48,-3.319463,-1.58858,1.730883,0.579
"65","ENSG00000087074","hurdle",1.15446111938719e-16,-1.8712955,-0.5874931,1.2838024,0.578
"35","ENSG00000064961","hurdle",1.00578486482461e-21,-2.651549,-1.165115,1.486434,0.577
"469","ENSG00000172889","hurdle",2.12748664866037e-49,-3.306494,-1.252714,2.05378,0.576
"403","ENSG00000162367","hurdle",1.04282470421798e-51,-3.319843,-1.297665,2.022178,0.576
"322","ENSG00000143418","hurdle",3.02112099057634e-27,-2.768789,-1.096901,1.671888,0.576
"201","ENSG00000120727","hurdle",5.86561963031852e-17,-1.6259109,-0.5660865,1.0598244,0.576
"50","ENSG00000074370","hurdle",3.05648963628781e-25,-2.9656,-1.314523,1.651077,0.576
"584","ENSG00000213625","hurdle",2.3609677104304e-37,-2.9477291,-0.9558841,1.991845,0.575
"482","ENSG00000175606","hurdle",3.11777003463947e-25,-2.896024,-1.2069,1.689124,0.575
"465","ENSG00000171735","hurdle",6.9094537797123e-25,-2.669539,-1.059194,1.610345,0.575
"462","ENSG00000171159","hurdle",2.28991125107616e-23,-1.0492826,0.1021318,1.1514144,0.575
"368","ENSG00000153815","hurdle",5.43173686769431e-35,-3.194739,-1.22699,1.967749,0.575
"484","ENSG00000176108","hurdle",4.81033021652424e-21,-2.77376,-1.223597,1.550163,0.574
"386","ENSG00000159339","hurdle",3.7229456924378e-32,-3.178373,-1.112354,2.066019,0.574
"537","ENSG00000188191","hurdle",4.83515566501283e-26,-3.063454,-1.321897,1.741557,0.573
"388","ENSG00000159348","hurdle",2.69805316902852e-20,-2.755439,-1.215724,1.539715,0.573
"267","ENSG00000133318","hurdle",2.9677113037135e-35,-2.7680952,-0.9041419,1.8639533,0.573
"200","ENSG00000119862","hurdle",1.23079968682884e-47,-3.318898,-1.42164,1.897258,0.573
"32","ENSG00000060558","hurdle",2.59358310508331e-27,-3.241613,-1.51195,1.729663,0.573
"25","ENSG00000047648","hurdle",2.77573472525076e-53,-3.32064,-1.479731,1.840909,0.573
"494","ENSG00000178922","hurdle",1.03107845066482e-32,-3.126871,-1.309635,1.817236,0.572
"182","ENSG00000115652","hurdle",3.00731811735202e-26,-2.733622,-1.119563,1.614059,0.572
"12","ENSG00000013016","hurdle",9.03352508403014e-41,-3.301184,-1.458341,1.842843,0.572
"58","ENSG00000082074","hurdle",3.74856150336488e-13,-1.555794,-0.5473324,1.0084616,0.571
"41","ENSG00000068831","hurdle",2.41758011745617e-36,-1.7650059,-0.2877827,1.4772232,0.571
"31","ENSG00000060138","hurdle",3.93776259735645e-19,-3.007234,-1.419684,1.58755,0.571
"30","ENSG00000059377","hurdle",9.25387984423409e-19,-3.017356,-1.377885,1.639471,0.571
"616","ENSG00000254614","hurdle",3.80830852111945e-36,-3.310599,-1.546259,1.76434,0.57
"599","ENSG00000232788","hurdle",5.84303333368244e-28,-3.236392,-1.633478,1.602914,0.57
"579","ENSG00000206172","hurdle",5.50412972797051e-45,-3.303199,-1.456363,1.846836,0.57
"325","ENSG00000143595","hurdle",1.02715433920188e-51,-3.3191,-1.480693,1.838407,0.57
"238","ENSG00000127831","hurdle",7.20565975085821e-45,-3.320807,-1.629031,1.691776,0.57
"172","ENSG00000112977","hurdle",1.12289179148419e-22,-2.908201,-1.313201,1.595,0.57
"136","ENSG00000105829","hurdle",2.6706103447543e-26,-2.979218,-1.289006,1.690212,0.57
"131","ENSG00000105402","hurdle",1.11349399740989e-16,-2.297514,-1.05493,1.242584,0.57
"45","ENSG00000071051","hurdle",2.9821342256519e-23,-3.055243,-1.452151,1.603092,0.57
"590","ENSG00000220201","hurdle",1.15304514358817e-28,-3.272715,-1.593003,1.679712,0.569
"379","ENSG00000158062","hurdle",7.08993079542569e-18,-2.882879,-1.294921,1.587958,0.569
"307","ENSG00000140682","hurdle",3.35200131202079e-37,-3.294403,-1.531588,1.762815,0.569
"164","ENSG00000111328","hurdle",8.14059086514624e-43,-3.306616,-1.705561,1.601055,0.569
"500","ENSG00000181104","hurdle",9.47927523523355e-19,-3.148414,-1.569904,1.57851,0.568
"468","ENSG00000172794","hurdle",2.97430860223314e-31,-2.881787,-1.072164,1.809623,0.568
"359","ENSG00000150637","hurdle",3.37282655025216e-32,-3.148722,-1.307533,1.841189,0.568
"303","ENSG00000140299","hurdle",4.40890904385886e-12,-2.686328,-1.409187,1.277141,0.568
"270","ENSG00000134287","hurdle",6.22626810466222e-25,-2.806038,-1.249393,1.556645,0.568
"233","ENSG00000126903","hurdle",3.06125876262017e-16,-3.013319,-1.564315,1.449004,0.568
"608","ENSG00000240849","hurdle",1.18620596116658e-22,-3.049,-1.430863,1.618137,0.567
"331","ENSG00000144677","hurdle",3.55274930815031e-46,-3.314418,-1.557127,1.757291,0.567
"178","ENSG00000114626","hurdle",1.21827653980804e-18,-2.468834,-1.103384,1.36545,0.567
"311","ENSG00000141854","hurdle",5.59843237696869e-36,-3.295943,-1.557633,1.73831,0.566
"246","ENSG00000128609","hurdle",4.3891300739867e-22,-2.2696758,-0.9465222,1.3231536,0.566
"180","ENSG00000115310","hurdle",3.34523853310142e-21,-2.0228794,-0.7639547,1.2589247,0.565
"158","ENSG00000110002","hurdle",8.92525693969191e-28,-3.263209,-1.634315,1.628894,0.565
"130","ENSG00000105401","hurdle",9.66518734597241e-17,-1.6804547,-0.6065361,1.0739186,0.565
"113","ENSG00000102760","hurdle",5.0580937051194e-22,-2.1793285,-0.6751343,1.5041942,0.565
"56","ENSG00000078902","hurdle",1.32899222555309e-16,-2.847031,-1.395639,1.451392,0.565
"470","ENSG00000172927","hurdle",3.57879071063501e-49,-3.321515,-1.480718,1.840797,0.564
"449","ENSG00000168385","hurdle",6.95104036099294e-21,-2.762228,-1.257392,1.504836,0.564
"446","ENSG00000168067","hurdle",2.99367232699801e-19,-3.080709,-1.577893,1.502816,0.564
"435","ENSG00000167461","hurdle",1.26145383798308e-16,-2.512594,-1.182111,1.330483,0.564
"85","ENSG00000100225","hurdle",1.34124131148168e-18,-2.488358,-1.228174,1.260184,0.564
"3","ENSG00000004059","hurdle",2.83382928204313e-22,-1.6832151,-0.5654689,1.1177462,0.564
"620","ENSG00000260032","hurdle",1.6254487695762e-23,-2.935678,-1.362095,1.573583,0.563
"572","ENSG00000204428","hurdle",1.95141146992733e-26,-3.18927,-1.451609,1.737661,0.563
"508","ENSG00000183597","hurdle",9.24866155227198e-22,-3.112025,-1.481265,1.63076,0.563
"418","ENSG00000164924","hurdle",7.04570546244156e-20,-2.2113466,-0.8623262,1.3490204,0.563
"323","ENSG00000143545","hurdle",4.8960857287168e-30,-3.27612,-1.464737,1.811383,0.563
"264","ENSG00000132819","hurdle",2.4205264454361e-14,-2.865153,-1.49888,1.366273,0.563
"220","ENSG00000124733","hurdle",3.38161353908806e-29,-2.2975269,-0.7849903,1.5125366,0.563
"18","ENSG00000023697","hurdle",3.46913952903437e-24,-3.040821,-1.475154,1.565667,0.563
"420","ENSG00000165475","hurdle",2.43439588065757e-16,-2.946564,-1.599073,1.347491,0.562
"288","ENSG00000136929","hurdle",5.7243793308984e-32,-3.241836,-1.479418,1.762418,0.562
"1","ENSG00000002330","hurdle",4.54326322494733e-14,-2.604839,-1.261075,1.343764,0.562
"613","ENSG00000250334","hurdle",4.31210521869064e-45,-3.321039,-1.659173,1.661866,0.561
"596","ENSG00000227165","hurdle",1.02202430129875e-43,-3.32116,-1.798655,1.522505,0.561
"526","ENSG00000185630","hurdle",1.44695493486014e-33,-3.313239,-1.624834,1.688405,0.561
"506","ENSG00000182732","hurdle",7.82367492819116e-40,-3.320992,-1.674584,1.646408,0.561
"472","ENSG00000173210","hurdle",5.24142490185787e-47,-3.319893,-1.65694,1.662953,0.561
"450","ENSG00000168461","hurdle",9.4683644809225e-28,-3.220325,-1.412671,1.807654,0.561
"354","ENSG00000149600","hurdle",1.85000869362641e-16,-2.1245999,-0.8844164,1.2401835,0.561
"291","ENSG00000137486","hurdle",7.29422241516191e-13,-3.147703,-1.820056,1.327647,0.561
"110","ENSG00000102362","hurdle",7.52753302465121e-44,-3.320903,-1.830603,1.4903,0.561
"59","ENSG00000082781","hurdle",4.68657196040689e-46,-3.319334,-1.552911,1.766423,0.561
"580","ENSG00000212694","hurdle",2.00843087616244e-17,-3.013009,-1.613029,1.39998,0.56
"525","ENSG00000185614","hurdle",1.57186431381652e-31,-3.262905,-1.472256,1.790649,0.56
"455","ENSG00000169490","hurdle",1.35788355550499e-15,-3.035965,-1.684937,1.351028,0.56
"431","ENSG00000166963","hurdle",4.81321594241287e-24,-3.286923,-1.602141,1.684782,0.56
"414","ENSG00000163932","hurdle",8.75158514199251e-14,-3.128864,-1.795898,1.332966,0.56
"276","ENSG00000135070","hurdle",2.4906118018886e-22,-2.817047,-1.356291,1.460756,0.56
"174","ENSG00000113328","hurdle",1.83509610274066e-23,-2.3287779,-0.9416091,1.3871688,0.56
"60","ENSG00000084733","hurdle",9.10850084152934e-16,-2.687217,-1.371923,1.315294,0.56
"542","ENSG00000189060","hurdle",1.33555776977245e-30,-3.244481,-1.295671,1.94881,0.559
"521","ENSG00000184983","hurdle",1.23981536133404e-16,-2.1891815,-0.9896645,1.199517,0.559
"504","ENSG00000182287","hurdle",1.19504567909156e-15,-2.36385,-1.017151,1.346699,0.559
"376","ENSG00000157303","hurdle",8.84827315305845e-18,-2.0856324,-0.8633132,1.2223192,0.559
"179","ENSG00000114978","hurdle",1.60532368054574e-11,-2.497083,-1.37567,1.121413,0.559
"152","ENSG00000108953","hurdle",2.22317739335838e-15,-2.741398,-1.464888,1.27651,0.559
"565","ENSG00000198948","hurdle",1.02110671833601e-37,-3.317302,-1.729287,1.588015,0.558
"552","ENSG00000197122","hurdle",2.11572272150437e-29,-3.305706,-1.807647,1.498059,0.558
"534","ENSG00000187800","hurdle",1.99814762255395e-38,-3.320172,-1.898312,1.42186,0.558
"104","ENSG00000101782","hurdle",1.20792178651582e-18,-3.063845,-1.531255,1.53259,0.558
"28","ENSG00000054356","hurdle",8.60895241694793e-37,-3.318337,-1.593633,1.724704,0.558
"326","ENSG00000143622","hurdle",3.54684588857807e-14,-3.110734,-1.780833,1.329901,0.557
"281","ENSG00000135709","hurdle",1.88928746615356e-20,-3.26721,-1.928918,1.338292,0.557
"242","ENSG00000128272","hurdle",3.76157123342867e-19,-2.1661982,-0.8811736,1.2850246,0.557
"112","ENSG00000102401","hurdle",3.47612837122429e-16,-2.950703,-1.586745,1.363958,0.557
"623","ENSG00000261455","hurdle",8.64572097248387e-11,-2.860229,-1.667643,1.192586,0.556
"562","ENSG00000198873","hurdle",4.92968996250638e-14,-3.161077,-1.864627,1.29645,0.556
"410","ENSG00000163430","hurdle",1.83201287629869e-40,-3.321012,-1.779288,1.541724,0.556
"398","ENSG00000161013","hurdle",2.43480359376892e-21,-3.247762,-1.798037,1.449725,0.556
"248","ENSG00000129353","hurdle",1.22029979621977e-13,-2.853116,-1.601681,1.251435,0.556
"96","ENSG00000100711","hurdle",4.30223186951034e-24,-3.176597,-1.640779,1.535818,0.556
"553","ENSG00000197461","hurdle",2.2230988756005e-40,-3.319604,-1.680428,1.639176,0.555
"546","ENSG00000196776","hurdle",9.82291601748566e-17,-2.1062891,-0.9588463,1.1474428,0.555
"442","ENSG00000167646","hurdle",6.16190457480455e-40,-3.320686,-1.879329,1.441357,0.555
"381","ENSG00000158457","hurdle",6.9861205476338e-23,-3.291771,-1.68663,1.605141,0.555
"501","ENSG00000181788","hurdle",3.13402570964808e-18,-2.2046443,-0.9512705,1.2533738,0.554
"615","ENSG00000254087","hurdle",1.07978627581654e-15,-2.98718,-1.586458,1.400722,0.553
"507","ENSG00000183255","hurdle",1.66873550794304e-10,-2.853773,-1.656978,1.196795,0.553
"321","ENSG00000143409","hurdle",1.12363253193388e-24,-3.242928,-1.754164,1.488764,0.553
"141","ENSG00000106615","hurdle",1.48376561784319e-13,-2.56611,-1.425829,1.140281,0.553
"11","ENSG00000011105","hurdle",1.28238548307045e-34,-3.318203,-1.864643,1.45356,0.553
"531","ENSG00000187266","hurdle",9.3453357154809e-19,-3.212995,-1.803987,1.409008,0.552
"511","ENSG00000184007","hurdle",2.25089998474218e-17,-2.0368843,-0.8207511,1.2161332,0.552
"510","ENSG00000183785","hurdle",7.87826582861928e-30,-3.318072,-1.956449,1.361623,0.552
"443","ENSG00000167671","hurdle",1.41561782395777e-17,-3.032927,-1.522734,1.510193,0.552
"415","ENSG00000164116","hurdle",2.665078068741e-29,-3.313504,-1.962018,1.351486,0.552
"292","ENSG00000137801","hurdle",1.77341704736166e-32,-3.317982,-1.526787,1.791195,0.552
"265","ENSG00000133069","hurdle",1.48876403637617e-25,-3.316234,-1.983258,1.332976,0.552
"383","ENSG00000158769","hurdle",5.28687748845432e-22,-3.26041,-1.843886,1.416524,0.551
"365","ENSG00000153064","hurdle",5.87835433049496e-19,-3.068953,-1.483542,1.585411,0.551
"177","ENSG00000114209","hurdle",2.35673665135683e-15,-2.622615,-1.382696,1.239919,0.551
"125","ENSG00000104805","hurdle",1.38788631423502e-16,-2.151199,-1.017618,1.133581,0.551
"44","ENSG00000070540","hurdle",2.07530475824907e-19,-3.262643,-1.751818,1.510825,0.551
"7","ENSG00000006638","hurdle",5.28851450228638e-18,-3.273187,-2.069021,1.204166,0.551
"476","ENSG00000174456","hurdle",9.49389127079181e-14,-2.91289,-1.7273,1.18559,0.55
"348","ENSG00000148498","hurdle",6.36440096426482e-39,-3.320655,-1.714005,1.60665,0.55
"330","ENSG00000143995","hurdle",1.81661321401118e-38,-3.321307,-1.678052,1.643255,0.55
"301","ENSG00000140022","hurdle",6.15468234035552e-28,-3.320701,-2.025135,1.295566,0.55
"624","ENSG00000265148","hurdle",6.58352508848187e-22,-3.046918,-1.532702,1.514216,0.549
"614","ENSG00000253982","hurdle",3.85769975027353e-15,-2.907077,-1.568875,1.338202,0.549
"578","ENSG00000205639","hurdle",7.9447856254912e-33,-3.31244,-1.893109,1.419331,0.549
"467","ENSG00000172432","hurdle",2.59732859024018e-19,-3.296785,-2.03779,1.258995,0.549
"408","ENSG00000162909","hurdle",3.37424004396459e-15,-2.337352,-1.207018,1.130334,0.549
"393","ENSG00000160050","hurdle",1.86205081021908e-10,-2.800931,-1.632286,1.168645,0.549
"341","ENSG00000147394","hurdle",6.36865269877215e-25,-3.305438,-1.981057,1.324381,0.549
"296","ENSG00000138722","hurdle",1.12837221987074e-32,-3.31582,-1.98238,1.33344,0.549
"219","ENSG00000124688","hurdle",4.73025303499038e-16,-3.127828,-1.811528,1.3163,0.549
"606","ENSG00000237181","hurdle",4.92383619349801e-23,-3.256284,-1.807141,1.449143,0.548
"594","ENSG00000225205","hurdle",2.46351521859596e-20,-3.19656,-1.820632,1.375928,0.548
"529","ENSG00000186480","hurdle",1.17894045372706e-17,-2.960858,-1.559862,1.400996,0.548
"380","ENSG00000158373","hurdle",1.05802119179656e-13,-3.0898,-1.864543,1.225257,0.548
"75","ENSG00000090372","hurdle",1.8857934296797e-19,-3.251452,-1.778055,1.473397,0.548
"581","ENSG00000213240","hurdle",1.22896007580514e-12,-2.793304,-1.620304,1.173,0.547
"551","ENSG00000197063","hurdle",5.16141646326276e-11,-3.215512,-1.834874,1.380638,0.547
"433","ENSG00000167100","hurdle",6.26641300558486e-37,-3.318389,-1.738459,1.57993,0.547
"429","ENSG00000166831","hurdle",1.80791214710127e-30,-3.317307,-1.762615,1.554692,0.547
"416","ENSG00000164181","hurdle",3.88490615652651e-20,-3.321384,-2.250695,1.070689,0.547
"413","ENSG00000163738","hurdle",1.15175102763619e-11,-3.158471,-1.983173,1.175298,0.547
"269","ENSG00000133627","hurdle",3.63231002572727e-27,-3.239953,-1.707587,1.532366,0.547
"251","ENSG00000129657","hurdle",8.36362955705029e-12,-3.095253,-1.908578,1.186675,0.547
"132","ENSG00000105507","hurdle",6.91897292418193e-37,-3.320683,-1.808363,1.51232,0.547
"477","ENSG00000174788","hurdle",1.30308713702212e-20,-3.295275,-1.988123,1.307152,0.546
"453","ENSG00000168734","hurdle",1.34219961618212e-12,-3.12124,-1.892393,1.228847,0.546
"358","ENSG00000150093","hurdle",2.26206053883993e-15,-2.893348,-1.639456,1.253892,0.546
"181","ENSG00000115641","hurdle",1.00999615432891e-27,-3.304258,-1.830386,1.473872,0.546
"146","ENSG00000108387","hurdle",1.71394619468697e-22,-3.30172,-2.006015,1.295705,0.546
"80","ENSG00000095321","hurdle",1.66337080308448e-15,-3.21231,-1.898404,1.313906,0.546
"8","ENSG00000006652","hurdle",3.27785403509442e-13,-2.779427,-1.615648,1.163779,0.546
"548","ENSG00000196914","hurdle",1.04649228166888e-22,-3.26123,-1.806282,1.454948,0.545
"361","ENSG00000150977","hurdle",4.17545600180321e-09,-2.558546,-1.553689,1.004857,0.545
"188","ENSG00000117155","hurdle",7.16603093402652e-26,-3.281144,-1.805385,1.475759,0.545
"157","ENSG00000109854","hurdle",1.3382809967061e-12,-2.611875,-1.531686,1.080189,0.545
"4","ENSG00000005020","hurdle",1.89213988429007e-14,-3.007425,-1.685943,1.321482,0.545
"625","ENSG00000266401","hurdle",7.91643069310378e-26,-3.321723,-1.969493,1.35223,0.544
"595","ENSG00000225936","hurdle",9.07961924053367e-28,-3.319275,-1.953249,1.366026,0.544
"587","ENSG00000213934","hurdle",3.13271354536027e-36,-3.321611,-1.344788,1.976823,0.544
"547","ENSG00000196787","hurdle",2.14075851104391e-13,-3.075502,-1.769268,1.306234,0.544
"527","ENSG00000185963","hurdle",4.9013601081094e-19,-3.230527,-1.849882,1.380645,0.544
"496","ENSG00000180190","hurdle",7.76286379327579e-28,-3.32128,-2.011637,1.309643,0.544
"490","ENSG00000177324","hurdle",4.72781277722582e-32,-3.320973,-1.905124,1.415849,0.544
"367","ENSG00000153207","hurdle",1.44952602687711e-11,-3.227429,-2.070584,1.156845,0.544
"320","ENSG00000143363","hurdle",1.56629797550014e-17,-3.229198,-1.961661,1.267537,0.544
"118","ENSG00000103740","hurdle",3.29890327145164e-25,-3.319417,-2.125241,1.194176,0.544
"57","ENSG00000079308","hurdle",1.64824062559401e-29,-3.321053,-2.113841,1.207212,0.544
"29","ENSG00000054793","hurdle",7.29618730408315e-29,-3.31482,-2.124981,1.189839,0.544
"607","ENSG00000239213","hurdle",3.12644151792239e-18,-3.204004,-1.871693,1.332311,0.543
"540","ENSG00000188827","hurdle",6.63512488039773e-18,-3.304088,-2.267774,1.036314,0.543
"528","ENSG00000185989","hurdle",1.73407645355066e-14,-2.695077,-1.513993,1.181084,0.543
"287","ENSG00000136754","hurdle",9.94720442586222e-20,-2.539471,-1.183792,1.355679,0.543
"448","ENSG00000168274","hurdle",1.61365973991311e-14,-3.007263,-1.787747,1.219516,0.542
"336","ENSG00000146416","hurdle",1.96159845501532e-13,-3.033664,-1.839845,1.193819,0.542
"230","ENSG00000125971","hurdle",8.03419228384675e-20,-1.566783,-0.5581714,1.0086116,0.542
"593","ENSG00000224805","hurdle",2.46486957907441e-35,-3.321584,-1.871445,1.450139,0.541
"516","ENSG00000184500","hurdle",3.11940033681035e-28,-3.320498,-2.233834,1.086664,0.541
"466","ENSG00000172159","hurdle",4.47735176104021e-28,-3.319727,-1.772852,1.546875,0.541
"423","ENSG00000165914","hurdle",1.69534072329139e-32,-3.31961,-1.855881,1.463729,0.541
"261","ENSG00000132329","hurdle",8.22625168426214e-15,-3.205405,-1.648904,1.556501,0.541
"250","ENSG00000129636","hurdle",6.59361067428214e-10,-3.009005,-1.981622,1.027383,0.541
"207","ENSG00000122783","hurdle",2.4568545116312e-09,-2.933659,-1.886981,1.046678,0.541
"94","ENSG00000100592","hurdle",1.06027326701834e-07,-3.140475,-2.070808,1.069667,0.541
"90","ENSG00000100362","hurdle",2.46486957899735e-35,-3.321507,-1.920822,1.400685,0.541
"64","ENSG00000086506","hurdle",2.12403424611655e-21,-3.31734,-2.160571,1.156769,0.541
"10","ENSG00000010671","hurdle",1.48684815107738e-12,-3.16356,-1.982159,1.181401,0.541
"629","ENSG00000273355","hurdle",1.32124833597691e-18,-3.285144,-2.100634,1.18451,0.54
"583","ENSG00000213462","hurdle",4.41877111658368e-16,-2.871248,-1.593817,1.277431,0.54
"522","ENSG00000185222","hurdle",8.16410576268242e-19,-3.291169,-2.114019,1.17715,0.54
"480","ENSG00000175471","hurdle",9.13788673716926e-23,-3.31167,-2.051994,1.259676,0.54
"427","ENSG00000166340","hurdle",1.49323444851226e-16,-2.958761,-1.567383,1.391378,0.54
"317","ENSG00000142961","hurdle",4.29784027824969e-13,-3.219182,-2.118168,1.101014,0.54
"195","ENSG00000119139","hurdle",8.4546774791925e-19,-3.292417,-2.002754,1.289663,0.54
"97","ENSG00000100994","hurdle",2.13747913175771e-15,-3.208339,-1.987944,1.220395,0.54
"17","ENSG00000022840","hurdle",1.11169531511259e-12,-2.824836,-1.696459,1.128377,0.54
"300","ENSG00000139722","hurdle",4.02062142333202e-10,-3.003307,-1.883311,1.119996,0.539
"271","ENSG00000134291","hurdle",1.68391718596028e-11,-2.86932,-1.793601,1.075719,0.539
"224","ENSG00000125457","hurdle",2.20412416590469e-11,-2.485068,-1.474353,1.010715,0.539
"155","ENSG00000109572","hurdle",6.20157990202744e-15,-3.189841,-2.023651,1.16619,0.539
"142","ENSG00000106868","hurdle",1.64861773032873e-11,-3.261199,-2.196651,1.064548,0.539
"544","ENSG00000196544","hurdle",8.38102195694934e-09,-2.766896,-1.760689,1.006207,0.538
"479","ENSG00000175324","hurdle",3.80664939595727e-12,-2.329627,-1.271319,1.058308,0.538
"394","ENSG00000160211","hurdle",5.74214559206039e-09,-2.836092,-1.805734,1.030358,0.538
"334","ENSG00000145703","hurdle",3.57979219350383e-09,-2.677035,-1.526407,1.150628,0.538
